73.24,24.71,2.08,2.20,0.12,1
73.25,24.71,2.08,2.20,0.12,1
73.26,24.71,2.08,2.20,0.12,1
73.27,24.71,2.08,2.20,0.12,1
73.28,24.71,2.08,2.20,0.12,1
73.29,24.71,2.08,2.20,0.12,1
73.30,24.71,2.08,2.20,0.12,1
73.31,24.71,2.08,2.20,0.12,1
73.32,24.71,2.08,2.20,0.12,1
73.33,24.71,2.08,2.20,0.12,1
73.34,24.71,2.08,2.20,0.12,1
73.35,24.71,2.08,2.20,0.12,1
73.36,24.71,2.08,2.20,0.12,1
73.37,24.71,2.08,2.20,0.12,1
73.38,24.71,2.08,2.20,0.12,1
73.39,24.71,2.08,2.20,0.12,1
73.40,24.71,2.08,2.20,0.12,1
73.41,24.71,2.08,2.20,0.12,1
73.42,24.71,2.08,2.20,0.12,1
73.43,24.71,2.08,2.20,0.12,1
73.44,24.71,2.08,2.20,0.12,1
73.45,24.71,2.08,2.20,0.12,1
73.46,24.71,2.08,2.20,0.12,1
73.47,24.71,2.08,2.20,0.12,1
73.48,24.71,2.08,2.20,0.12,1
73.49,24.71,2.08,2.20,0.12,1
73.50,24.71,2.08,2.20,0.12,1
73.51,24.71,2.08,2.20,0.12,1
73.52,24.71,2.08,2.20,0.12,1
73.53,24.71,2.08,2.20,0.12,1
73.54,24.71,2.08,2.20,0.12,1
73.55,24.71,2.08,2.20,0.12,1
73.56,24.71,2.08,2.20,0.12,1
73.57,24.71,2.08,2.20,0.12,1
73.58,24.71,2.08,2.20,0.12,1
73.59,24.71,2.08,2.20,0.12,1
73.60,24.71,2.08,2.20,0.12,1
73.61,24.71,2.08,2.20,0.12,1
73.62,24.71,2.08,2.20,0.12,1
73.63,24.71,2.08,2.20,0.12,1
73.64,24.71,2.08,2.20,0.12,1
73.65,24.71,2.08,2.20,0.12,1
73.66,24.71,2.08,2.20,0.12,1
73.67,24.71,2.08,2.20,0.12,1
73.68,24.71,2.08,2.20,0.12,1
73.69,24.71,2.08,2.20,0.12,1
73.70,24.71,2.08,2.20,0.12,1
73.71,24.71,2.08,2.20,0.12,1
73.72,24.71,2.08,2.20,0.12,1
73.73,24.71,2.08,2.20,0.12,1
73.74,24.71,2.08,2.20,0.12,1
73.75,24.71,2.08,2.20,0.12,1
73.76,24.71,2.08,2.20,0.12,1
73.77,24.71,2.08,2.20,0.12,1
73.78,24.71,2.08,2.20,0.12,1
73.79,24.71,2.08,2.20,0.12,1
73.80,24.71,2.08,2.20,0.12,1
73.81,24.71,2.08,2.20,0.12,1
73.82,24.71,2.08,2.20,0.12,1
73.83,24.71,2.08,2.20,0.12,1
73.84,24.71,2.08,2.20,0.12,1
73.85,24.71,2.08,2.20,0.12,1
73.86,24.71,2.08,2.20,0.12,1
73.87,24.71,2.08,2.20,0.12,1
73.88,24.71,2.08,2.20,0.12,1
73.89,24.71,2.08,2.20,0.12,1
73.90,24.71,2.08,2.20,0.12,1
73.91,24.71,2.08,2.20,0.12,1
73.92,24.71,2.08,2.20,0.12,1
